14353,20,Walking,324212291000,5.41,13.21,-4.630918
14354,20,Walking,324262248000,6.74,8.16,0.95342433
14355,20,Walking,324312297000,5.33,5.37,-2.7921712
14356,20,Walking,324362254000,3.38,8.54,-1.525479
14357,20,Walking,324412212000,1.73,9.11,-0.9942854
14358,20,Walking,324462321000,3.95,9.47,-1.7297841
14359,20,Walking,324512248000,8.77,9.51,-2.2609777
14360,20,Walking,324562297000,9.43,12.07,-1.3756552
14361,20,Walking,324612254000,7.63,12.45,2.152015
14362,20,Walking,324662303000,5.63,10.57,0.95342433
14363,20,Walking,324712230000,1.73,16.55,-7.8589406
14364,20,Walking,324762279000,4.33,15.24,-0.5720546
14365,20,Walking,324812205000,6.13,6.78,-2.7921712
14366,20,Walking,324862285000,0.08,3.99,-2.3018389
14367,20,Walking,324912242000,-0.46,3.64,-1.9477097
14368,20,Walking,324962260000,-1.46,3.26,-0.7218784
14369,20,Walking,325012279000,4.99,4.37,3.8273177
14370,20,Walking,325062297000,16.51,14.48,11.182305
14371,20,Walking,325112285000,8.12,7.06,5.7477865
14372,20,Walking,325162242000,2.98,10.61,-1.334794
14373,20,Walking,325212291000,0.76,14.25,0.23154591
14374,20,Walking,325262218000,-0.34,5.9,-7.7363577
14375,20,Walking,325312266000,3.49,11.92,-6.851035
14376,20,Walking,325362254000,8.89,12.18,1.0351465
14377,20,Walking,325412303000,5.01,4.4,-2.0294318
14378,20,Walking,325462230000,3.53,7.31,-1.4982382
14379,20,Walking,325512309000,2.53,8.89,-1.1441092
14380,20,Walking,325562266000,4.63,9.66,-1.56634
14381,20,Walking,325612254000,7.27,8.16,-1.7978859
14382,20,Walking,325662303000,9.04,10.57,-2.7513103
14383,20,Walking,325712230000,7.67,13.33,1.0760075
14384,20,Walking,325762340000,9.7,9.08,2.9556155
14385,20,Walking,325812694000,3.49,15.17,-7.9270425
14386,20,Walking,325862376000,2.87,17.01,-1.56634
14387,20,Walking,325912212000,6.93,9.34,-1.56634
14388,20,Walking,325962321000,3.34,4.4,-3.568531
14389,20,Walking,326012279000,-0.84,4.75,-1.4573772
14390,20,Walking,326062297000,-1.73,3.83,-1.6889231
14391,20,Walking,326112224000,1.38,4.1,1.2258313
14392,20,Walking,326162273000,10.27,7.82,6.4424243
14393,20,Walking,326212260000,17.01,16.17,6.851035
14394,20,Walking,326262218000,4.6,-0.72,2.4516625
14395,20,Walking,326262218000,4.6,-0.72,2.4516625
14396,20,Walking,326342662000,2.56,16.21,0.9942854
14397,20,Walking,326342662000,2.56,16.21,0.9942854
14398,20,Walking,0,0,0,0.0
14399,20,Walking,0,0,0,0.0
14400,20,Walking,326652385000,3.11,9.08,-0.9942854
14401,20,Walking,326702281000,5.22,8.62,-3.255263
14402,20,Walking,326752238000,8.81,9.53,-1.0351465
14403,20,Walking,326752238000,8.81,9.53,-1.0351465
14404,20,Walking,326752238000,8.81,9.53,-1.0351465
14405,20,Walking,326902354000,7.27,10.5,-0.29964766
14406,20,Walking,326952342000,3.02,17.58,-7.6273947
14407,20,Walking,327002238000,6.89,15.85,-0.42223078
14408,20,Walking,327052287000,5.86,6.13,-4.0588636
14409,20,Walking,327102214000,-1.27,4.06,-2.5333846
14410,20,Walking,327152232000,-2.45,2.91,-1.7570249
14411,20,Walking,327202281000,-1.95,2.79,-0.0
14412,20,Walking,327252269000,5.9,4.63,5.134871
14413,20,Walking,327302287000,19.23,14.63,8.689782
14414,20,Walking,327352275000,6.93,6.21,5.2165933
14415,20,Walking,327402263000,3.3,9.51,-1.0760075
14416,20,Walking,327452251000,5.75,13.99,1.4573772
14417,20,Walking,327502269000,-0.23,7.08,-6.701211
14418,20,Walking,327552257000,2.56,8.47,-6.238119
14419,20,Walking,327602244000,2.91,14.56,-2.7513103
14420,20,Walking,327652202000,4.29,5.56,-1.7978859
14421,20,Walking,327702281000,4.56,4.56,-3.9771416
14422,20,Walking,327752238000,4.48,9.77,-1.879608
14423,20,Walking,327802287000,5.05,8.62,-2.3426998
14424,20,Walking,327852244000,6.28,7.27,-2.3426998
14425,20,Walking,327902293000,7.86,11.54,-3.2961242
14426,20,Walking,327952251000,10.99,9.77,-0.5720546
14427,20,Walking,328002269000,9,10.23,3.405087
14428,20,Walking,328052257000,6.85,12.6,-5.7886477
14429,20,Walking,328102306000,3.99,15.89,-5.7886477
14430,20,Walking,328152202000,6.02,14.67,-1.8387469
14431,20,Walking,328202281000,5.33,4.14,-3.8273177
14432,20,Walking,328252238000,0.72,1.14,-2.7513103
14433,20,Walking,328302287000,-1.04,4.67,-2.7240696
14434,20,Walking,328352214000,0.53,5.71,-0.9125633
14435,20,Walking,328402263000,8.16,7.4,4.7126403
14436,20,Walking,328452251000,17.77,12.53,11.182305
14437,20,Walking,328502269000,4.33,8.73,4.3312707
14438,20,Walking,328552257000,9.08,11.75,-0.61291564
14439,20,Walking,328602336000,-1.5,7.86,-6.5922484
14440,20,Walking,328652110000,1.38,8.73,-7.04172
14441,20,Walking,328702312000,4.4,10.08,-4.903325
14442,20,Walking,328752238000,9.58,8.69,-2.6832085
14443,20,Walking,328752238000,9.58,8.69,-2.6832085
14444,20,Walking,328802318000,7.21,4.29,-1.1849703
14445,20,Walking,328862315000,2.72,8.73,-0.50395286
14446,20,Walking,328922313000,6.28,8.24,-2.5606253
14447,20,Walking,328972240000,7.63,7.67,-2.6832085
14448,20,Walking,329022319000,9.15,9.51,-3.9499009
14449,20,Walking,329072246000,9.47,12.15,-0.46309182
14450,20,Walking,329122325000,10.34,10.04,2.982856
14451,20,Walking,329172252000,6.63,12.15,-7.6273947
14452,20,Walking,329222301000,3.6,16.78,-3.5276701
14453,20,Walking,329272258000,5.48,11.07,-1.1168685
14454,20,Walking,329322307000,5.13,2.79,-3.1054392
14455,20,Walking,329372264000,-0.53,3.87,-1.9885708
14456,20,Walking,329422313000,-1.27,4.06,-1.6480621
14457,20,Walking,329472240000,1.65,4.44,0.95342433
14458,20,Walking,329522319000,11.37,6.85,6.2108784
14459,20,Walking,329572246000,18.01,14.21,7.7772183
14460,20,Walking,329622325000,2.98,3.53,3.1054392
14461,20,Walking,329672252000,6.82,14.75,-0.6946377
14462,20,Walking,329722301000,-3.3,8.58,-5.134871
14463,20,Walking,329772227000,1.5,8.35,-6.701211
14464,20,Walking,329822307000,7.46,12.72,-7.6546354
14465,20,Walking,329872233000,7.78,6.66,1.2258313
14466,20,Walking,329922313000,6.47,4.79,-1.9477097
14467,20,Walking,329972270000,5.6,7.12,-0.7627395
14468,20,Walking,330022319000,4.4,9.15,0.53119355
14469,20,Walking,330072246000,6.02,7.12,-3.1054392
14470,20,Walking,330122325000,9.58,7.55,-3.3642259
14471,20,Walking,330172252000,10.69,11.14,-0.27240697
14472,20,Walking,330222331000,9.72,10.42,2.5333846
14473,20,Walking,330272349000,7.4,10.31,-0.46309182
14474,20,Walking,330322307000,4.56,18.28,-6.6331096
14475,20,Walking,330372233000,6.63,13.33,-0.27240697
14476,20,Walking,330422313000,7.74,3.95,-3.255263
14477,20,Walking,330472270000,0.15,4.6,-2.5333846
14478,20,Walking,330522319000,-1.33,4.99,-2.2609777
14479,20,Walking,330572246000,-1.12,3.76,-0.50395286
14480,20,Walking,330622356000,4.94,3.34,3.568531
14481,20,Walking,330672252000,17.73,11.88,10.228881
14482,20,Walking,330722301000,10.61,6.74,5.134871
14483,20,Walking,330772227000,2.6,7.74,-0.19068487
14484,20,Walking,330822307000,4.75,15.94,0.10896278
14485,20,Walking,330872233000,-0.84,5.94,-7.164303
14486,20,Walking,330922343000,5.6,10.88,-7.8589406
14487,20,Walking,330972240000,8.54,10.23,-0.6537767
14488,20,Walking,331022288000,5.41,5.18,-0.8036005
14489,20,Walking,331072246000,4.56,6.63,-1.4165162
14490,20,Walking,331122295000,4.48,8.73,-0.53119355
14491,20,Walking,331172252000,5.37,8.39,-1.7570249
14492,20,Walking,331222301000,7.44,7.82,-1.3756552
14493,20,Walking,331272227000,10.69,7.67,-4.0180025
14494,20,Walking,331322307000,9.28,12.98,0.42223078
14495,20,Walking,331372264000,9.62,8.43,2.7240696
14496,20,Walking,331422313000,5.24,12.98,-4.5900574
14497,20,Walking,331472240000,4.29,16.78,-3.1463003
14498,20,Walking,331522319000,7.4,11.14,-1.0351465
14499,20,Walking,331572246000,6.09,3.76,-3.7864566
14500,20,Walking,331622569000,-0.65,5.33,-2.070293
14501,20,Walking,331682262000,-1.65,4.52,-1.9885708
14502,20,Walking,331732219000,1.12,3.15,1.2258313
14503,20,Walking,331782298000,10.8,6.21,7.5456724
14504,20,Walking,331832286000,17.16,15.09,6.891896
14505,20,Walking,331882304000,3.57,3.34,3.1463003
14506,20,Walking,331932292000,8.89,17.08,-1.7570249
14507,20,Walking,331982280000,-4.21,5.79,-6.2108784
14508,20,Walking,332032298000,2.83,9.66,-7.04172
14509,20,Walking,332082255000,7.01,11.69,-2.5606253
14510,20,Walking,332132304000,7.74,5.41,-0.9942854
14511,20,Walking,332182262000,6.47,6.05,-1.1441092
14512,20,Walking,332232310000,5.43,7.21,-1.3075534
14513,20,Walking,332282237000,3.79,7.93,-1.3075534
14514,20,Walking,332332317000,5.41,8.35,-2.0294318
14515,20,Walking,332382274000,8.69,7.08,-3.486809
14516,20,Walking,332432292000,10.92,11.22,-2.6423476
14517,20,Walking,332482249000,9.28,11.37,-0.23154591
14518,20,Walking,332532298000,8.66,8.47,3.2961242
14519,20,Walking,332582225000,4.18,14.48,-7.6954966
14520,20,Walking,332632274000,4.25,15.43,-2.2609777
14521,20,Walking,332682292000,8.01,8.54,-1.920469
14522,20,Walking,332732219000,2.79,3.72,-3.486809
14523,20,Walking,332782298000,-0.53,5.18,-2.3699405
14524,20,Walking,332832286000,-1.65,4.48,-0.3405087
14525,20,Walking,332832286000,-1.65,4.48,-0.3405087
14526,20,Walking,332942271000,14.33,7.16,8.349273
14527,20,Walking,332992259000,12.37,8.66,4.440233
14528,20,Walking,333042277000,3.72,11.6,0.19068487
